name,lon,lat,category,road,suburb,city_district,town,city,state,postcode,country,operator,ref,public_transport,station,wheelchair,network
Terminal Bas dan Teksi Chaah,103.0408463,2.2488745,bus_station,Jalan Sultan,,,Chaah,,Johor,"85400",Malaysia,,,station,,,
Minivans To KK,116.8470184,6.8803924,bus_station,Jalan Loh Thein Ciok,,,,Kudat,Sabah,"89058",Malaysia,,,station,,,
Terminal Bus Express Tanjung Gemok,103.6191464,2.6623046,bus_station,Jalan Kuantan - Endau,Tanjung Gemok,,,,Pahang,"26820",Malaysia,,,station,,,
Shared Taxis To KK,115.7445984,5.3443541,bus_station,Jalan Padas Utama,Beaufort Jaya,,Beaufort,,Sabah,"89808",Malaysia,,,station,,,
Sipitang Express,115.7449917,5.3440065,bus_station,Jalan Padas Utama,Beaufort Jaya,,Beaufort,,Sabah,"89808",Malaysia,,,station,,,
,116.3660051,5.6684776,bus_station,Jalan Datuk Gibon,Pekan Tambunan,,Tambunan,,Sabah,"89650",Malaysia,,,station,,,
,104.0616628,1.4435327,ferry_terminal,Jalan Tanjung Belungkor,,,Tanjung Surat,,Johor,,Malaysia,,,station,,,
Terminal Bas dan Teksi Tok Janggut,102.404357,5.830213,bus_station,"210",,,Pasir Puteh,,Kelantan,"16800",Malaysia,,,station,,,
Rantau Panjang,101.9764962,6.0215594,station,"ICQ Rantau Panjang (Bas, Lori)",,,Rantau Panjang,,Kelantan,"17200",Malaysia,,,station,,yes,
,102.0900198,6.2325359,ferry_terminal,,,,,,Kelantan,"16080",Malaysia,,,station,,,
,103.4216318,4.775722,taxi,Jalan Bijangga,,,,Dungun,Terengganu,"23000",Malaysia,,,,,,
,103.8172211,1.4958271,taxi,Jalan Permas Utara,Bandar Baru Permas Jaya,,,,Johor,"81750",Malaysia,,,,,,
,101.5647253,3.1701365,subway_entrance,Persiaran Kwasa Puteri,,,,Shah Alam,Selangor,"47810",Malaysia,,A,,,,
Pintu B | Jalan Sungai Buloh,101.5787927,3.1967103,subway_entrance,Jalan Sungai Buloh - Subang,Kota Damansara,,,Petaling Jaya,Selangor,"47930",Malaysia,,B,,,yes,
Pintu C | Jalan Welfare,101.5776747,3.198102,subway_entrance,Jalan Welfare,,,,Shah Alam,Selangor,"47830",Malaysia,,C,,,,
,101.5651486,3.1698737,subway_entrance,Persiaran Kwasa Puteri,,,,Shah Alam,Selangor,"47810",Malaysia,,B,,,,
Pintu C | Jalan PJU 7/1 (Utara),101.607848,3.1559391,subway_entrance,Jalan PJU 7/11,Mutiara Damansara,,,Petaling Jaya,Selangor,"47800",Malaysia,,C,,,yes,
Pintu B | Jalan PJU 7/1 (selatan),101.6082044,3.1559568,subway_entrance,Jalan PJU 7/1,Mutiara Damansara,,,Petaling Jaya,Selangor,"47800",Malaysia,,B,,,yes,
Pintu A | Persiaran Surian (Barat),101.6091179,3.1548991,subway_entrance,Persiaran Surian,Mutiara Damansara,,,Petaling Jaya,Selangor,"47800",Malaysia,,A,,,yes,
"Pintu D | Surian Tower, The Curve",101.6091314,3.1555885,subway_entrance,Jalan PJU 7/3,Mutiara Damansara,,,Petaling Jaya,Selangor,"47820",Malaysia,,D,,,yes,
Pintu A | BUCC Power House,101.6188927,3.1457012,subway_entrance,Persiaran Bandar Utama,Bandar Utama,,,Petaling Jaya,Selangor,"60000",Malaysia,,A,,,,
,100.7515631,4.8545916,taxi,Jalan Taman Tasik,,,,Taiping,Perak,"34000",Malaysia,,,,,,
,102.5531792,2.0488444,ferry_terminal,Jalan Petrie,,,,Muar,Johor,"84000",Malaysia,,,station,,,
,102.2496213,2.7388286,bus_station,"9",,,Kuala Pilah,,Negeri Sembilan,"72000",Malaysia,,,station,,,
Stesen Bas/Teksi Sekinchan,101.1033737,3.5093237,bus_station,Jalan Mengkudu,,,Sekinchan,,Selangor,"45400",Malaysia,,,station,,,
Upper Station,100.2694386,5.4236761,station,Summit Road,,,,George Town,Pulau Pinang,"11300",Malaysia,,,station,,,
,110.1548757,1.4180051,bus_station,Jalan Penghulu Durin,,,Bau,,Sarawak,"94000",Malaysia,,,station,,,
Stesen Bas Bintulu Sentral,113.0596532,3.201803,bus_station,Lorong 4B,,,,Bintulu,Sarawak,"97000",Malaysia,,,station,,,
Water Taxi and Boat Transport,116.0727982,5.9837441,ferry_terminal,Pedestrian Flyover,,,,Kota Kinabalu,Sabah,"88675",Malaysia,,,station,,,
,102.5997376,2.1497092,ferry_terminal,,,,,,Johor,"84410",Malaysia,,,,,,
,102.6446769,2.1303785,ferry_terminal,Lorong Abu Hassan,,,,Muar,Johor,"84300",Malaysia,,,,,,
,101.6455336,3.1037967,subway_entrance,Persiaran Barat,PJ State,,,Petaling Jaya,Selangor,"46661",Malaysia,,,,,,
Pintu A | Jalan Damansara Endah,101.6656456,3.1506493,subway_entrance,Jalan Damansara Endah,,,,Kuala Lumpur,Kuala Lumpur,"50490",Malaysia,,A,,,yes,
Pintu B | Jalan Semantan,101.6656688,3.1515288,subway_entrance,Jalan Dungun,,,,Kuala Lumpur,Kuala Lumpur,"50490",Malaysia,,B,,,yes,
,101.6954278,3.1725154,subway_entrance,Lorong 2,Sentul,,,Kuala Lumpur,Kuala Lumpur,"50586",Malaysia,,,,,no,
KJ15 KL Sentral,101.6865153,3.1341106,station,Jalan Stesen Sentral,,,,Kuala Lumpur,Kuala Lumpur,"50470",Malaysia,,,station,light_rail,yes,
KJ10 KLCC,101.7133662,3.1592469,station,Jalan Ampang,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"50088",Malaysia,Rapid KL,KJ10,station,light_rail,yes,Kelana Jaya Line
,101.719112,3.1598932,subway_entrance,Jalan Ampang,Kampung Datuk Keramat,,,Kuala Lumpur,Kuala Lumpur,"50450",Malaysia,,,,,,
Jeti Pulau Pangkor,100.576837,4.2131665,ferry_terminal,A205,,,,,Perak,"32300",Malaysia,,,stop_position,,,
Sipitang,115.5503074,5.0765956,bus_station,Jalan Lumaku,,,Sipitang,,Sabah,"89857",Malaysia,,,station,,,
,103.7439179,1.4959478,taxi,Jalan Kenyalang,Larkin,,,Johor Bahru,Johor,"80350",Malaysia,,,,,,
Local bus to Jerantut 10am and 5 pm,102.4020446,4.3819988,bus_station,FT1508,,,,,Pahang,,Malaysia,,,,,,
Feri Sebuyau,110.977225,1.4979137,ferry_terminal,,,,,,Sarawak,,Malaysia,,,stop_position,,,
Feri Triso,111.0048831,1.5245736,ferry_terminal,,,,,,Sarawak,,Malaysia,,,stop_position,,,
Feri Kaba Seratok,111.1890089,1.7326666,ferry_terminal,Jalan Batang Saribas-Krian,,,,,Sarawak,,Malaysia,,,station,,,
,111.8208749,2.316364,ferry_terminal,Jalan Kampung Nangka,,,,Sibu,Sarawak,"96000",Malaysia,,,station,,,
,111.8163113,2.3091409,ferry_terminal,,,,,Sibu,Sarawak,"96000",Malaysia,,,station,,,
,111.8178372,2.306803,ferry_terminal,,,,,Sibu,Sarawak,"96000",Malaysia,,,station,,,
,111.8184284,2.3091197,ferry_terminal,Jalan Kampung Nangka,,,,Sibu,Sarawak,"96000",Malaysia,,,station,,,
,101.6734502,3.1377962,taxi,Lorong Maarof,Bangsar,,,Kuala Lumpur,Kuala Lumpur,"59000",Malaysia,,,,,,
,101.0140102,4.023443,ferry_terminal,Jalan Sithambaram Pillay,Bandar Lama,,,Teluk Intan,Perak,"36000",Malaysia,,,station,,,
,101.0187862,4.0220423,ferry_terminal,Jalan SKOMK,Bandar Lama,,,Teluk Intan,Perak,"36000",Malaysia,,,station,,,
,113.0441272,3.1679226,ferry_terminal,Jalan Abang Galau,,,,Bintulu,Sarawak,"97000",Malaysia,,,,,,
,113.0396967,3.1674252,ferry_terminal,Jalan Abang Galau,,,,Bintulu,Sarawak,"97000",Malaysia,,,,,,
,112.095978,2.897552,ferry_terminal,Jalan Pam Stesen Lama,,,,Mukah,Sarawak,"96400",Malaysia,,,,,,
,112.0967571,2.8976852,ferry_terminal,Jalan Pam Stesen Lama,,,,Mukah,Sarawak,"96400",Malaysia,,,station,,,
Pintu A | Bandar Tun Hussein Onn,101.7745994,3.0483351,subway_entrance,Jalan 13,Cheras,,,Majlis Perbandaran Kajang,Selangor,"43200",Malaysia,,A,,,,
Pintu B | Park & Ride,101.7742876,3.0483404,subway_entrance,Jalan 13,Cheras,,,Majlis Perbandaran Kajang,Selangor,"43200",Malaysia,,B,,,,
"Pintu A | Taman Mutiara, Jalan Mutiara Raya",101.7402187,3.0906021,subway_entrance,Jalan Mutiara Raya,Cheras,,,,Kuala Lumpur,"56100",Malaysia,,A,,,yes,
Pintu B | Taman Segar,101.7406462,3.0914822,subway_entrance,Jalan Mutiara Timur,Cheras,,,,Kuala Lumpur,"56100",Malaysia,,B,,,yes,
Pintu A | Taman Sri Raya,101.7730056,3.0623535,subway_entrance,Lebuhraya Cheras–Kajang,Cheras,,,Majlis Perbandaran Kajang,Selangor,"43200",Malaysia,,A,,,,
Pintu C | Taman Kota Cheras,101.7727877,3.06117,subway_entrance,Jalan TKC 1/1,Cheras,,,Majlis Perbandaran Kajang,Selangor,"43200",Malaysia,,C,,,,
Pintu B | Taman Sri Raya,101.7735523,3.0616414,subway_entrance,Lebuhraya Cheras–Kajang,Cheras,,,Majlis Perbandaran Kajang,Selangor,"43200",Malaysia,,B,,,yes,
Pintu A | Bukit Dukung,101.7709892,3.0272459,subway_entrance,Lebuhraya Cheras–Kajang,,,,Majlis Perbandaran Kajang,Selangor,"43200",Malaysia,,A,,,yes,
Pintu B | Jalan Cheras,101.7720253,3.0273688,subway_entrance,Jalan Cheras,Cheras,,,Majlis Perbandaran Kajang,Selangor,"43200",Malaysia,,B,,,,
Pintu A | Jalan Cheras-KL,101.783749,3.0004592,subway_entrance,Jalan Cheras,,,,Majlis Perbandaran Kajang,Selangor,"43000",Malaysia,,A,,,yes,
Pintu B | KPJ Kajang,101.7837971,3.0013333,subway_entrance,Jalan Cheras,,,,Majlis Perbandaran Kajang,Selangor,"43000",Malaysia,,B,,,yes,
Pintu B | Bandar Kajang,101.7859006,2.9928751,subway_entrance,Lorong Mendaling,,,,Majlis Perbandaran Kajang,Selangor,"43000",Malaysia,,B,,,,
Pintu A | Medan Satay Kajang,101.7861107,2.9944474,subway_entrance,Jalan Kelab,,,,Majlis Perbandaran Kajang,Selangor,"43000",Malaysia,,A,,,,
Pintu C | Jalan Stadium,101.7862931,2.9934309,subway_entrance,Jalan Hishamuddin,,,,Majlis Perbandaran Kajang,Selangor,"43000",Malaysia,,C,,,,
"Pintu A | Taman Suntex, Jalan Kinabalu",101.7637348,3.0716741,subway_entrance,Jalan Kinabalu,Cheras,,,Majlis Perbandaran Kajang,Selangor,"43200",Malaysia,,A,,,yes,
A,101.7460092,3.0785733,subway_entrance,Jalan Cheras,Cheras,,,Kuala Lumpur,Kuala Lumpur,"56000",Malaysia,,A,,,yes,
B,101.7450245,3.079458,subway_entrance,Jalan Cheras,Cheras,,,,Kuala Lumpur,"56000",Malaysia,,B,,,yes,
Cheras Sentral,101.7453768,3.0784507,subway_entrance,Jalan Cheras,Cheras,,,Kuala Lumpur,Kuala Lumpur,"56000",Malaysia,,,,,,
"Pintu A | Taman Pertama, Jalan 2/90",101.7296842,3.1118305,subway_entrance,Jalan 2/90,Cheras,,,,Kuala Lumpur,"55300",Malaysia,,A,,,yes,
Pintu A | Jalan SS 2/2,101.7730937,3.0412813,subway_entrance,Jalan Seksyen 2/2,Cheras,,,Majlis Perbandaran Kajang,Selangor,"43200",Malaysia,,A,,,,
,101.6873854,3.1326958,taxi,Jalan Tun Sambanthan,,,,Kuala Lumpur,Kuala Lumpur,"50470",Malaysia,,,,,,
lundu bus terminal,109.8528143,1.6699485,bus_station,Lorong Kampung Dagang 2,,,Lundu,,Sarawak,,Malaysia,,,,,,
Pintu B | Jalan Johar,101.6625513,3.1435532,subway_entrance,Damansara Link (PJ Bound),Bangsar,,,Kuala Lumpur,Kuala Lumpur,"50490",Malaysia,,B,,,,
Pintu A | Jalan Maarof | HELP Residen,101.6631665,3.1434524,subway_entrance,Damansara Link (PJ Bound),Bangsar,,,Kuala Lumpur,Kuala Lumpur,"50490",Malaysia,,A,,,yes,
Pintu B | Lebuhraya SPRINT,101.6429952,3.1295348,subway_entrance,Damansara Link,,,,Kuala Lumpur,Kuala Lumpur,"47350",Malaysia,,B,,,yes,
Pintu A | Jalan 16/11,101.6427645,3.1283539,subway_entrance,Jalan 16/11,,,,Petaling Jaya,Selangor,"47350",Malaysia,,A,,,yes,
Pintu B | Jalan Wan Kadir 4,101.6312433,3.1360369,subway_entrance,Jalan Wan Kadir 4,Taman Tun Dr Ismail,,,Kuala Lumpur,Kuala Lumpur,"60000",Malaysia,,B,,,yes,
Pintu A | Menara Glomac,101.6302937,3.1356637,subway_entrance,Jalan Damansara,,,,Kuala Lumpur,Kuala Lumpur,"47308",Malaysia,,A,,,yes,
Pintu B | Jalan PJU 5/8,101.5936166,3.1498921,subway_entrance,Jalan PJU 5/8,Kota Damansara,,,Petaling Jaya,Selangor,"47810",Malaysia,,B,,,yes,
Pintu A | Persiaran Surian,101.5935975,3.1494285,subway_entrance,Persiaran Surian,,,,Petaling Jaya,Selangor,"47810",Malaysia,,A,,,yes,
Pintu B | Jalan Camar 4/5,101.5793786,3.1504398,subway_entrance,Jalan Camar 4/5,Kota Damansara,,,Petaling Jaya,Selangor,"47810",Malaysia,,B,,,,
Pintu A | Persiaran Surian (Barat),101.5786349,3.1499793,subway_entrance,Persiaran Surian,Kota Damansara,,,Petaling Jaya,Selangor,"47810",Malaysia,,A,,,,
,101.7217575,3.2198265,taxi,Persiaran Pertahanan,,,,Kuala Lumpur,Kuala Lumpur,"53100",Malaysia,,,,,,
,101.7184192,3.1604066,subway_entrance,Jalan Binjai,Kampung Datuk Keramat,,,Kuala Lumpur,Kuala Lumpur,"50450",Malaysia,,,,,,
Pintu A,101.7066199,3.1612445,subway_entrance,Jalan Sungai Baru,Kampung Bharu,,,Kuala Lumpur,Kuala Lumpur,"50400",Malaysia,,A,,,yes,
Pintu B,101.7073835,3.1615978,subway_entrance,Lorong Raja Muda Musa 1,Kampung Bharu,,,Kuala Lumpur,Kuala Lumpur,"50400",Malaysia,,B,,,no,
A,101.5898985,3.0957189,subway_entrance,Persiaran Kerjaya,,,,Shah Alam,Selangor,"43701",Malaysia,,,,,,
Pintu B | 1 Utama,101.6183414,3.1471418,subway_entrance,Bandar Utama MRT - 1 Utama Passage,Bandar Utama,,,Petaling Jaya,Selangor,"47800",Malaysia,,B,,,,
Teluk Gunung,101.9939627,4.6455323,station,"8",,,,,Pahang,,Malaysia,Keretapi Tanah Melayu,,station,,,KTM Intercity
,100.3545231,6.1410028,taxi,Jalan Shahab 5,,,,Alor Setar,Kedah,"05150",Malaysia,,,,,,
The Summit,100.4628074,5.3659457,bus_station,Lean Hock Bus,,,,Bukit Mertajam,Pulau Pinang,"14000",Malaysia,"Rapid Bus;Lean Hock Bus","12002201",station,,,Rapid Penang
Taxi Building,101.6786521,2.8590833,taxi,"214",,,Dengkil,Sepang,Selangor,"43800",Malaysia,,,,,,
,101.7085133,3.1017633,taxi,Jalan Sri Permaisuri 6,Bandar Sri Permaisuri,,,,Kuala Lumpur,"51020",Malaysia,,,,,,
,101.7099883,3.1019367,taxi,Jalan Sri Permaisuri 4,Bandar Sri Permaisuri,,,,Kuala Lumpur,"51020",Malaysia,,,,,,
,101.790939,2.9842263,taxi,MRT Kajang,,,,Majlis Perbandaran Kajang,Selangor,"43000",Malaysia,,,,,,
D,101.7117341,3.1460892,subway_entrance,Jalan Sultan Ismail,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"50200",Malaysia,,D,,,,
Express Bus Terminal,103.1409056,5.3372241,bus_station,Jalan Masjid Abidin,,,,Kuala Terengganu,Terengganu,"20100",Malaysia,,,station,,,
Stesen Bas Paka,103.4384368,4.6303524,bus_station,Jalan Kuantan - Kuala Terengganu,,,Paka,Dungun,Terengganu,"23100",Malaysia,,,station,,,
,101.9234556,2.719453,taxi,Jalan Toman 4,Lobak,,,Seremban,Negeri Sembilan,"70200",Malaysia,,,,,,
,101.9782052,2.7263798,taxi,Jalan Seremban-Kuala Pilah,Paroi,,,Seremban,Negeri Sembilan,"70400",Malaysia,,,,,,
,101.986486,2.7034413,taxi,Jalan Taman Komersil Senawang 3,Senawang,,,Seremban,Negeri Sembilan,"70450",Malaysia,,,,,,
C,101.6956284,3.1733467,subway_entrance,Jalan Pahang Barat,Sentul,,,Kuala Lumpur,Kuala Lumpur,"50586",Malaysia,,C,,,,
B,101.6958272,3.1729584,subway_entrance,Jalan Tun Razak,Sentul,,,Kuala Lumpur,Kuala Lumpur,"50586",Malaysia,,B,,,no,
B,101.6985721,3.1591411,subway_entrance,Jalan Sultan Ismail,,,,Kuala Lumpur,Kuala Lumpur,"50300",Malaysia,,B,,,,
,100.9446096,4.7729099,ferry_terminal,Persiaran Sungai Perak,Bukit Chandan,,,Kuala Kangsar,Perak,"33040",Malaysia,,,station,,,
,110.504083,1.4595653,ferry_terminal,Jalan Kota Samarahan - Sadong Jaya,,,,Kota Samarahan,Sarawak,,Malaysia,,,,,,
Terminal Bas Ekspress,113.0595528,3.2015996,bus_station,Jalan Bintulu-Tanjung Kidurong,,,,Bintulu,Sarawak,"97000",Malaysia,,,station,,,
C,101.6985435,3.1594271,subway_entrance,Jalan Sultan Ismail,,,,Kuala Lumpur,Kuala Lumpur,"50730",Malaysia,,C,,,,
,101.7529585,3.1386168,subway_entrance,Jalan Pandan Indah 6,Pandan Indah,Ampang,,Majlis Perbandaran Ampang Jaya,Selangor,"51500",Malaysia,,,,,,
Terminal Bas Ekspres Batu Pahat,102.9266399,1.8533826,bus_station,Jalan Rugayah,,,,Batu Pahat,Johor,"83000",Malaysia,,,station,,,
Hub Seksyen 2,101.5076657,3.0718953,bus_station,Persiaran Masjid,,,,Shah Alam,Selangor,"40000",Malaysia,Rapid Bus,SA14,station,,,"Rapid KL Bus;LRT Feeder Bus;Smart Selangor Bus"
Setapak Central (Selatan),101.7205487,3.2021205,taxi,Jalan Genting Kelang,Setapak,,,Kuala Lumpur,Kuala Lumpur,"53300",Malaysia,,,,,,
,100.4629048,5.3664556,taxi,Lorong Aston 3,,,,Bukit Mertajam,Pulau Pinang,"14000",Malaysia,,,,,,
Perak Transit Express (Departure to Cameron highlands,101.0734614,4.6697347,bus_station,Persiaran Meru Raya 5,Meru Raya,,,Majlis Bandaraya Ipoh,Perak,"30020",Malaysia,,,station,,,
Kuala Sangga,100.5619753,4.8545807,ferry_terminal,,,,,,,,Malaysia,,,station,,,
Pasir Hitam,100.6170824,4.6488202,ferry_terminal,,,,,,,,Malaysia,,,station,,,
,104.1462737,2.810107,taxi,Jeti Penumpang Kampung Tekek,,,Kampung Tekek,Tioman,Pahang,,Malaysia,,,,,,
C,101.7116087,3.1462184,subway_entrance,Jalan Sultan Ismail,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"55100",Malaysia,,C,,,,
A,101.711317,3.1461311,subway_entrance,Jalan Sultan Ismail,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"55100",Malaysia,,A,,,,
Long Distance Bus Terminal,118.0092365,4.2633852,bus_station,Bulatan Bandar Sri Indah,,,,,Sabah,,Malaysia,,,station,,,
Terminal Minyak Beku,102.893864,1.7982555,ferry_terminal,Jalan Minyak Beku,,,,,Johor,"83030",Malaysia,,,station,,,
Kuala Sepetang,100.627392,4.8347706,ferry_terminal,"74",Kuala Sepetang,,,,Perak,,Malaysia,,,station,,,
Labuan-Limbang Express Platform,115.2403394,5.2771195,ferry_terminal,纳闽码头,,,,Bandar Victoria,Labuan,"87009",Malaysia,,,station,,,
Limbang,115.0081989,4.7536859,ferry_terminal,Lorong Limbang CIQ,,,,Limbang,Sarawak,"98708",Malaysia,,,station,,,
Jeti Pengkalan Nelayan Kampung Telok Berembang,102.0649973,2.4447619,ferry_terminal,,,,,,Melaka,"78100",Malaysia,,,station,,,
,101.172427,3.42397,bus_station,Jalan Sungai Kajang Lama,,,Tanjong Karang,,Selangor,,Malaysia,,,station,,,
Sungai Besar Sentral,100.9863538,3.6720122,bus_station,Jalan Bunga Tanjong,,,Sungai Besar,,Selangor,"45300",Malaysia,,,station,,,
,101.6803616,3.101476,taxi,Jalan Desa Utama,Taman Desa,,,Kuala Lumpur,Kuala Lumpur,"58100",Malaysia,,,,,,
A,101.5820341,3.0296234,subway_entrance,Jalan USJ 21/10,UEP Subang Jaya,,,Majlis Bandaraya Subang Jaya,Selangor,"47640",Malaysia,,,,,,
B,101.581271,3.0295794,subway_entrance,Persiaran Kewajipan,UEP Subang Jaya,,,Majlis Bandaraya Subang Jaya,Selangor,"47640",Malaysia,,,,,,
Penang Sentral Intercity Bus Platform (L1),100.365762,5.3944867,bus_station,Butterworth - Penang Sentral Pedestrian Bridge,Bagan Dalam,,,Bandar Butterworth,Pulau Pinang,"12100",Malaysia,MRCB,,station,,,
Penang Sentral Stage Bus Platform (L1),100.3649008,5.3950995,bus_station,Penang Sentral Bus Lane,Bagan Dalam,,,Bandar Butterworth,Pulau Pinang,"12100",Malaysia,,,station,,,
Drop Off Area (L3),100.3654614,5.3948028,taxi,Butterworth - Penang Sentral Pedestrian Bridge,Bagan Dalam,,,Bandar Butterworth,Pulau Pinang,"12100",Malaysia,,,,,,
,101.7150394,3.1481434,taxi,Jalan Bukit Bintang,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"55100",Malaysia,,,,,,
Hentian Teksi Perkasa,100.3545365,6.1408535,taxi,Jalan Shahab 5,,,,Alor Setar,Kedah,"05150",Malaysia,,,,,,
Jeti Pantai Merdeka,100.3691451,5.6686863,ferry_terminal,K14,,,,,Kedah,"08110",Malaysia,,,station,,,
,99.8605998,6.2532561,ferry_terminal,K22,,,,,Kedah,,Malaysia,,,station,,,
Sandakan,118.0821011,5.8080977,ferry_terminal,Jalan Pelabuhan Baru,,,,Sandakan,Sabah,"90009",Malaysia,,,station,,yes,
,100.3686516,6.1160875,taxi,Jalan Stesyen,,,,Alor Setar,Kedah,"05640",Malaysia,,,,,,
local buses,101.3832128,4.4681357,bus_station,Persiaran Dayang Indah,,,Tanah Rata,,Pahang,"39000",Malaysia,,,station,,,
,115.2403762,5.2771484,ferry_terminal,纳闽码头,,,,Bandar Victoria,Labuan,"87009",Malaysia,,,station,,,
E,101.7116602,3.1460214,subway_entrance,Jalan Sultan Ismail,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"55100",Malaysia,,E,,,,
Kemayan,102.3706026,3.1358117,station,Jalan Temerloh - Kemayan,,,Kemayan,,Pahang,,Malaysia,Keretapi Tanah Melayu,,station,,yes,KTM Intercity
Bidor Bus Station,101.288814,4.1116792,bus_station,Jalan Panggung Wayang,,,Bidor,,Perak,"35500",Malaysia,,,station,,,
Pickup & Dropoff Grab,101.7933785,2.9926841,taxi,Jalan Semenyih,,,,Majlis Perbandaran Kajang,Selangor,"43000",Malaysia,,,,,,
AG7 SP7 KJ13 Masjid Jamek,101.696461,3.1494076,station,Jalan Tun Perak,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"50050",Malaysia,Rapid KL,,station,light_rail,,
,118.279978,5.5077877,ferry_terminal,,,,,,Sabah,,Malaysia,,,station,,,
Transtar Express,101.7930065,3.4222029,bus_station,Resort Hotel,,,Genting Highlands,,Selangor,"69000",Malaysia,,,station,,,
,102.148772,5.808814,taxi,Jalan Noor Zainal,,,Tanah Merah,,Kelantan,,Malaysia,,,,,,
Waiting Point @ Bulatan Amanjaya,101.0784087,4.669576,taxi,Bulatan Meru Raya,Meru Raya,,,Majlis Bandaraya Ipoh,Perak,"30020",Malaysia,,,,,,
B,101.7080119,3.0634977,subway_entrance,Jalan Sungai Besi,Sungai Besi,,,Kuala Lumpur,Kuala Lumpur,"57000",Malaysia,,B,,,,
,117.1471882,5.6243249,ferry_terminal,,,,,,Sabah,,Malaysia,,,station,,,
UniKL @ Khemah Putih,101.0932989,4.6028988,taxi,Jalan Greentown,,,,Majlis Bandaraya Ipoh,Perak,"30450",Malaysia,,,,,,
Stesen Teksi Kemaman,103.4275578,4.2319958,taxi,Jalan Sulaimani,Kampung Besut,,,Chukai,Terengganu,"24000",Malaysia,,,,,,
Bt 12,101.7316658,3.2924575,bus_station,Jalan Gombak,,,,Majlis Perbandaran Selayang,Selangor,,Malaysia,,,station,,,
Monkey Beach,100.1881178,5.4708629,ferry_terminal,Canopy Walkway,,,,George Town,Pulau Pinang,"11050",Malaysia,,,station,,,
Kuala Keniam Jetty,102.4749923,4.5178862,ferry_terminal,,,,,,Pahang,,Malaysia,,,,,,
,118.6613985,5.4319722,ferry_terminal,,,,,,Sabah,,Malaysia,,,,,,
,118.660967,5.431115,ferry_terminal,,,,,,Sabah,,Malaysia,,,,,,
Kuala Terengganu,103.1348463,5.3370994,ferry_terminal,Jalan Kampung Cina,,,,Kuala Terengganu,Terengganu,"20100",Malaysia,,,station,,,
KLIA T1,101.7046397,2.7547334,station,KLIA Departure,,,,Sepang,Selangor,"64000",Malaysia,Express Rail Link,,station,train,,"KLIA Transit;KLIA Ekspres"
,102.3150074,2.3098312,bus_station,Jalan UTEM,,,,,Melaka,"76100",Malaysia,,,station,,,
A,101.7057869,3.1406982,subway_entrance,Jalan Hang Tuah,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"50150",Malaysia,,A,,,,
B,101.7061612,3.1410094,subway_entrance,Jalan Hang Tuah,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"50150",Malaysia,,B,,,,
,100.7401435,4.849875,taxi,Jalan Iskandar,,,,Taiping,Perak,"34000",Malaysia,,,,,,
,100.7390472,4.8483933,taxi,Jalan Panggong Wayang,,,,Taiping,Perak,"34000",Malaysia,,,,,,
Feri Seberang Kedai,115.0017721,4.7654479,ferry_terminal,Ferry Seberang Kedai,,,,,Sarawak,"98708",Malaysia,,,station,,,
Perhentian Teksi Bandar Permaisuri,102.744937,5.521519,taxi,"3",,,Bandar Permaisuri,,Terengganu,"22100",Malaysia,,,,,,
Terminal Bas Sri Aman,111.4565162,1.2400136,bus_station,Jalan Astana,,,,Simanggang,Sarawak,"95000",Malaysia,"Bus Asia, Borneo Bus, CityLink, Bintang Jaya",,station,,,
Taxi Terminal,111.461647,1.2375071,taxi,Jalan Council,,,,Simanggang,Sarawak,"95000",Malaysia,,,,,,
Bus #10 to PCB beach,102.2381967,6.132254,bus_station,Jalan Tengku Seri Akar,,,,Kota Bharu,Kelantan,"15000",Malaysia,,,station,,,
,103.136324,5.3318612,taxi,Jalan Masjid Abidin,,,,Kuala Terengganu,Terengganu,"20100",Malaysia,,,,,,
,101.7524414,3.2108509,taxi,Jalan Taman Melawati,,Ulu Kelang,,Majlis Perbandaran Ampang Jaya,Selangor,"53100",Malaysia,,,,,,
Kuala Gris,102.0642757,5.3903256,station,D66,,,,,Kelantan,,Malaysia,Keretapi Tanah Melayu,,station,,,KTM Intercity
GrabCar Official Pick Up Point @ Level 7 Penang Sentral,100.3657408,5.3946113,taxi,Butterworth - Penang Sentral Pedestrian Bridge,Bagan Dalam,,,Bandar Butterworth,Pulau Pinang,"12100",Malaysia,,,,,,
Grab Pick Up @ Kelawei Entrance,100.3090007,5.4364401,taxi,Jalan Kelawai,Central George Town,,,George Town,Pulau Pinang,"10250",Malaysia,,,,,,
Grab Pick Up @ Seaside Entrance,100.3099356,5.4384165,taxi,Persiaran Gurney,Central George Town,,,George Town,Pulau Pinang,"10250",Malaysia,,,,,,
C,101.70592,3.1403717,subway_entrance,Jalan Hang Tuah,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"55200",Malaysia,,C,,,,
